id,fire_id,fire_time_utc,fire_time_epoch,candidate_mint,candidate_symbol,snapshot_at_used,micro_ts_used,created_at,lane,lane_source,venue,pool_type,pumpfun_origin,eligible,gate_reason,age_hours,liquidity_usd,vol_h1,vol_h24,price_usd,r_m5_snap,r_h1_snap,buys_m5,sells_m5,buys_h1,sells_h1,buy_sell_ratio_m5,buy_sell_ratio_h1,buy_count_ratio_m5,buy_count_ratio_h1,avg_trade_usd_m5,avg_trade_usd_h1,vol_accel_m5_vs_h1,txn_accel_m5_vs_h1,r_m5_micro,rv_5m,rv_1m,range_5m,buys_m5_snap,sells_m5_snap,buy_count_ratio_m5_snap,avg_trade_usd_m5_snap,jup_vs_cpamm_diff_pct,round_trip_pct,impact_buy_pct,impact_sell_pct,impact_asymmetry_pct,liq_change_pct,liq_cliff_flag,breadth_positive_pct,breadth_negative_pct,median_pool_r_m5,pool_dispersion_r_m5,median_pool_rv5m,pool_liquidity_median,pool_vol_h1_median,pool_size_total,pool_size_with_micro,coverage_ratio_micro,order_flow_source,quote_source,liq_source
449,011534c1,2026-03-13T00:15:00Z,1773360900.0,5oq4zKetRkUMMrFtkWH7r1Q6HZJMsTjgCeU6isgYpump,mogging,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,26.1612791052778,46953.54,26671.45,2097944.68,0.0002674,,,3.0,5.0,162.0,190.0,0.375,0.460227272727273,0.375,0.460227272727273,63.31875,52.2900284090909,0.330249390283325,0.272727272727273,0.36,0.42983755445257,0.855349376611837,1.74639331814731,14.0,6.0,0.7,65.413,0.275922552953255,0.00514,0.00258,0.002573,6.99999999999963e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
450,011534c1,2026-03-13T00:15:00Z,1773360900.0,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,raydium_live,derived_at_collection,raydium,raydium,0,1,,19707.1712791053,3343052.72,8429.4,152154.05,0.05251,,,1.0,20.0,40.0,64.0,0.0476190476190476,0.384615384615385,0.0476190476190476,0.384615384615385,87.1347619047619,81.0519230769231,2.60492561748167,2.42307692307692,0.07,0.17774795530271,0.0,0.570125427594061,1.0,20.0,0.0476190476190476,87.1347619047619,0.251592685360951,0.004996,0.002507,0.002501,5.99999999999993e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
451,011534c1,2026-03-13T00:15:00Z,1773360900.0,7XdCaKpqLmKE2K7yr9xaeWB1H2CVZ1oGwxB6hmd9pump,WIZARD,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,33.1568346608333,42604.66,30531.04,670631.95,0.0002587,,,13.0,10.0,309.0,173.0,0.565217391304348,0.641078838174274,0.565217391304348,0.641078838174274,18.715652173913,68.9265975103735,0.1554820179745,0.572614107883817,-0.88,0.960118897808675,1.01026246831716,3.08494460134694,6.0,3.0,0.666666666666667,74.9844444444444,0.278752347056291,0.005155,0.002587,0.002581,5.99999999999993e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
452,011534c1,2026-03-13T00:15:00Z,1773360900.0,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-13T00:14:00+00:00,,2026-03-13T00:15:00.017988+00:00,orca_live,derived_at_collection,orca,orca,0,1,,28821.8110013275,9178840.0,935428.14,26564352.96,2086.57,,,,,,,,,,,,,,,,,,,6.0,19.0,0.24,3091.2096,0.251400049638587,0.004994,0.002507,0.0025,7.00000000000006e-06,,,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,missing,universe_snapshot,missing
453,011534c1,2026-03-13T00:15:00Z,1773360900.0,89S7oVB4hui8ceJqhHreWB7fcxdthfvoB7z2pfJtpump,abcdefg,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,140.192945771944,108699.06,42451.83,946589.08,0.001018,,,93.0,5.0,315.0,163.0,0.948979591836735,0.658995815899582,0.948979591836735,0.658995815899582,21.8886734693878,68.7235355648535,0.783598098621455,2.4602510460251,0.87,0.956083024186937,1.75797790993375,3.04467182430745,9.0,8.0,0.529411764705882,60.7123529411765,0.263449667335394,0.005057,0.002538,0.002532,5.99999999999993e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
454,011534c1,2026-03-13T00:15:00Z,1773360900.0,8rKiyBJMVEWpPFfiPKbCHJ8MDT7Jzps5aGwizg3Tpump,PIPPIN,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,1.33405688305556,43191.28,2673300.58,2843748.02,0.0002271,,,62.0,309.0,6393.0,5745.0,0.16711590296496,0.526693030153238,0.16711590296496,0.526693030153238,13.0200269541779,186.706103971,0.0255776941130592,0.366782006920415,-80.76,44.474392148207,0.0,151.087910564974,546.0,429.0,0.56,175.986020512821,0.283388675942016,0.005152,0.002586,0.002579,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
455,011534c1,2026-03-13T00:15:00Z,1773360900.0,99ZVdRkNsdBmqyThciTtRNQWmPhSD7aTtXgZCM9ppump,realizing,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,2.18711243861111,9957.67,24995.08,82793.39,1.617e-05,,,12.0,12.0,401.0,281.0,0.5,0.587976539589443,0.5,0.587976539589443,24.7566666666667,39.8193548387097,0.262546397219113,0.422287390029326,-3.92,2.29933425361653,0.0,6.88336520076482,27.0,27.0,0.5,23.9122222222222,0.311828954702304,0.005681,0.002853,0.002844,8.99999999999989e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
456,011534c1,2026-03-13T00:15:00Z,1773360900.0,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,"Fartcoin ",2026-03-13T00:14:00+00:00,,2026-03-13T00:15:00.017988+00:00,spam_filtered,derived_at_collection,orca,orca,0,0,spam:avg_trade_usd=0.11,11764.6393346608,1256686.05,22855.88,464596.92,0.1571,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.11,,0.005021,0.00252,0.002514,5.99999999999993e-06,,,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,missing,universe_snapshot,missing
457,011534c1,2026-03-13T00:15:00Z,1773360900.0,9gycPgLpJBypLLm1N1RSNdyJQrXfFg9noJ7vL63bpump,brainrot,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,22.4273902163889,39728.04,16991.85,1565410.35,0.0001376,,,1.0,1.0,135.0,130.0,0.5,0.509433962264151,0.5,0.509433962264151,13.005,62.999320754717,0.0186956193597775,0.0905660377358491,1.85,0.383768031407577,0.0,1.8348623853211,3.0,3.0,0.5,31.3183333333333,0.277711999803274,0.005167,0.002594,0.002587,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
458,011534c1,2026-03-13T00:15:00Z,1773360900.0,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,FWOG,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,raydium_live,derived_at_collection,raydium,raydium,0,1,,14182.6676679942,1412431.88,335.41,50387.78,0.005684,,,0.0,0.0,9.0,6.0,,0.6,,0.6,,22.3606666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.259969075814354,0.004999,0.002509,0.002502,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
459,011534c1,2026-03-13T00:15:00Z,1773360900.0,AZCyNKNLoEn4NCVr3NEReUFqTFjvC9ZgK6jk2SRnpump,LUFFY,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,15.0687791052778,41428.11,22251.66,2104303.77,0.0002244,,,11.0,13.0,364.0,217.0,0.458333333333333,0.626506024096386,0.458333333333333,0.626506024096386,47.52875,35.5348364888124,0.663007477571644,0.495697074010327,1.85,0.618693982320655,0.0269098242666774,3.07110796125679,60.0,18.0,0.769230769230769,16.8620512820513,0.286502843135881,0.00516,0.00259,0.002583,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
460,011534c1,2026-03-13T00:15:00Z,1773360900.0,BE1oDwJw4EC35nuZxij8qosNWSGbQNM6sDCCD7V1pump,90S,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,17.8262791052778,38888.35,27619.6,1006490.68,0.0002198,,,9.0,7.0,174.0,154.0,0.5625,0.530487804878049,0.5625,0.530487804878049,77.038125,79.1208231707317,0.569957262800063,0.585365853658537,1.02,1.73364904535673,2.11980014545918,6.00265604249668,17.0,14.0,0.548387096774194,75.2577419354839,0.276082100985415,0.00517,0.002595,0.002588,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
461,011534c1,2026-03-13T00:15:00Z,1773360900.0,C4yDhKwkikpVGCQWD9BT2SJyHAtRFFnKPDM9Nyshpump,Life,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,82.3751679941667,157614.57,144357.49,3267817.04,0.002472,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,18.0,28.0,0.391304347826087,87.6528260869565,0.253841180241725,0.005037,0.002528,0.002522,5.99999999999993e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
462,011534c1,2026-03-13T00:15:00Z,1773360900.0,C9dJfTGUzhuqPWxh9mcDr66JZN4uzXh2gh9EWnEdpump,WAR,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,51.5968346608333,438930.12,39841.22,1639777.33,0.02993,,,24.0,11.0,204.0,226.0,0.685714285714286,0.474418604651163,0.685714285714286,0.474418604651163,84.1882857142857,113.38276744186,0.725246176821505,0.976744186046512,0.12,0.209624225764178,0.0186754091613685,0.680823472199703,22.0,17.0,0.564102564102564,105.107179487179,0.258936041225916,0.005009,0.002514,0.002508,6.00000000000036e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
463,011534c1,2026-03-13T00:15:00Z,1773360900.0,CG13NMFvwJcDY5hzkpBDpGeB9HGRsLz21tk8vkA9pump,shitcoin,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,3.25655688305556,53276.27,130977.78,756868.83,0.0004311,,,56.0,24.0,972.0,634.0,0.7,0.605230386052304,0.7,0.605230386052304,80.447125,63.4947571606476,0.757353006072809,0.597758405977584,-2.1,2.04857681228931,0.145703615296324,7.14720812182741,74.0,31.0,0.704761904761905,36.8036190476191,0.277425308932198,0.005122,0.002571,0.002564,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
464,011534c1,2026-03-13T00:15:00Z,1773360900.0,D3zUJLbMRy8ytagpx6NfctsNzXrzdeZNz7etUTs2pump,SOLUTION,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,1.66516799416667,11798.39,42321.06,166740.58,2.251e-05,,,50.0,29.0,580.0,393.0,0.632911392405063,0.596094552929085,0.632911392405063,0.596094552929085,18.9383544303797,37.8056834532374,0.488068347554284,0.974306269270298,-19.13,5.70817886455698,2.57277834259714,25.1515151515152,30.0,26.0,0.535714285714286,46.4248214285714,0.310725315226356,0.005576,0.0028,0.002792,7.99999999999976e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
465,011534c1,2026-03-13T00:15:00Z,1773360900.0,DVZMdNkcET3852usHEi1e6WB9ShffZsxbkbW55eEpump,MACROHARD,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,32.9307235497222,29241.44,11299.3,1431516.78,8.391e-05,,,2.0,10.0,194.0,109.0,0.166666666666667,0.64026402640264,0.166666666666667,0.64026402640264,17.1666666666667,35.1820132013201,0.231891671317946,0.475247524752475,0.81,0.443542078015074,0.0,1.74810446503792,29.0,10.0,0.743589743589744,56.8576923076923,0.276036870768201,0.005229,0.002625,0.002618,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
466,011534c1,2026-03-13T00:15:00Z,1773360900.0,DaTGaE6uhCfzz6Eh8hWQwL4yw3AJbXWbfvbeccdXJWED,butthole,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,28.9407235497222,65716.21,36854.25,2056364.59,0.0004152,,,11.0,9.0,345.0,232.0,0.55,0.59792027729636,0.55,0.59792027729636,141.992,72.2878856152513,0.817022060119237,0.415944540727903,1.6,0.665944123924174,0.928810218118963,1.92735359525575,30.0,16.0,0.652173913043478,81.5204347826087,0.270876678709296,0.005098,0.002559,0.002552,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
467,011534c1,2026-03-13T00:15:00Z,1773360900.0,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-13T00:14:00+00:00,,2026-03-13T00:15:00.017988+00:00,meteora_live,derived_at_collection,meteora,meteora,0,1,,16118.4968346608,363652.24,31363.61,936638.33,6.107e-06,,,,,,,,,,,,,,,,,,,10.0,13.0,0.434782608695652,106.25652173913,0.257948471713853,0.005019,0.002519,0.002513,5.99999999999993e-06,,,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,missing,universe_snapshot,missing
468,011534c1,2026-03-13T00:15:00Z,1773360900.0,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,raydium_live,derived_at_collection,raydium,raydium,0,1,,11572.0996124386,1036076.39,3225.21,150564.56,0.00975,,,2.0,7.0,9.0,28.0,0.222222222222222,0.243243243243243,0.222222222222222,0.243243243243243,56.4277777777778,87.1678378378378,1.8895513780498,2.91891891891892,0.84,0.19376044909311,0.0,0.844577196415702,2.0,7.0,0.222222222222222,56.4277777777778,0.260228661503943,0.005,0.00251,0.002503,7.00000000000006e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
469,011534c1,2026-03-13T00:15:00Z,1773360900.0,DpxKNEi3XVeRByaGqYKvz2w6E2PhPgBAqdayLcQEpump,SOS,2026-03-13T00:14:00+00:00,2026-03-13T00:14:44.539894+00:00,2026-03-13T00:15:00.017988+00:00,pumpswap_live,derived_at_collection,pumpswap,pumpswap,0,1,,59.6546124386111,142762.12,69214.19,1758731.62,0.002917,,,37.0,8.0,393.0,209.0,0.822222222222222,0.652823920265781,0.822222222222222,0.652823920265781,144.574222222222,124.934734219269,1.03801812268492,0.897009966777409,-4.12,1.96240879660492,0.548025111990577,7.89835164835165,16.0,7.0,0.695652173913043,146.871304347826,0.264942445482905,0.005042,0.002531,0.002524,6.99999999999963e-06,0.0,0,0.527777777777778,0.388888888888889,0.095,15.9883712205376,0.659585995737438,65716.21,31363.61,45,36,0.8,microstructure_log,universe_snapshot,microstructure_log
